experiment,trial,top1,top5,batch_size,augmentation_level,freeze_backbone,fine_tune_from_layer,fc_hidden_size,dropout_rate,lr_multiplier_backbone,optimizer,lr,weight_decay,scheduler,step_size,gamma,factor,patience,momentum,warmup_epochs,eta_min,pct_start,div_factor
swin_t,9,0.8675907850265503,,32,randaugment,False,features.5,292,0.24540442977674792,0.47811998212329687,adamw,0.0001390546848963277,0.0017367237151593164,warmup_cosine,,,,,,5.0,3.1883397351001856e-07,,
swin_t,10,0.665478527545929,,32,moderate,False,features.6,183,0.1468358280832689,0.926789840692838,sgd,0.00298727419956384,5.439591236568524e-05,one_cycle,,,,,0.9383611062362534,,,0.1,25.0
swin_t,11,0.7291089296340942,,32,randaugment,False,features.5,486,0.20741632790413553,0.024579818846854087,adamw,5.4221871396973596e-05,0.07832921114568382,cosine,,,,,,,1.1401357990728682e-07,,
swin_t,12,0.713399350643158,,64,aggressive,False,features.5,309,0.11683795120128827,0.05916752571878046,adamw,0.00011548292569797719,0.005959206131645764,warmup_cosine,,,,,,3.0,1.8939596809590337e-07,,
swin_t,13,0.7501650452613831,,32,aggressive,False,none,238,0.21359334066402358,0.13939247818091421,adamw,0.00015509498193285592,0.003019978043692996,one_cycle,,,,,,,,0.2,10.0
swin_t,14,0.8555115461349487,,64,randaugment,False,none,393,0.08029224317626871,0.026619817550438834,adamw,0.0008395434836173338,0.013113848502320584,cosine,,,,,,,4.280411643333819e-07,,
swin_t,15,0.7754455208778381,,128,aggressive,False,features.5,377,0.21880458059920274,0.13701004515145632,adamw,0.0001918511207539673,0.011496806680226864,reduce_on_plateau,,,0.2,2.0,,,,,
swin_t,16,0.5747194886207581,,32,randaugment,False,none,259,0.17380213588725785,0.021576366575301834,adamw,5.576488710905934e-05,0.002440674145346877,warmup_cosine,,,,,,10.0,6.380949865049272e-06,,
swin_t,17,0.7167657017707825,,64,aggressive,False,features.5,372,0.08130921490966073,0.7736914528622367,adamw,0.0008118311804092797,0.028254389819034765,warmup_cosine,,,,,,5.0,5.56727201491366e-07,,
swin_t,18,0.8525412678718567,,32,minimal,False,none,244,0.002373068503723569,0.14278135997719335,adamw,0.0002529109400151379,0.00208138936962105,reduce_on_plateau,,,0.5,5.0,,,,,
swin_t,19,0.7559075951576233,,64,aggressive,False,features.5,441,0.24931041852757171,0.03774778148746718,adamw,0.000115028792041609,0.006317641912492184,one_cycle,,,,,,,,0.3,50.0
swin_t,20,0.7439603805541992,,128,randaugment,False,features.6,209,0.1663069853765111,0.09886496143198983,sgd,0.07989932613446935,0.000475613088145057,cosine,,,,,0.8104343348906051,,3.08729477416819e-07,,
swin_t,21,0.8237623572349548,,32,randaugment,False,none,331,0.11663430099210206,0.012131553066415704,adamw,0.001294351101505086,0.0018713185255353332,step,5.0,0.1,,,,,,,
swin_t,22,0.8552474975585938,,64,randaugment,False,none,375,0.07576722444340392,0.029954835325979853,adamw,0.0006915740887273893,0.013768125630464569,cosine,,,,,,,5.988359749990569e-07,,
swin_t,23,0.801716148853302,,64,randaugment,False,none,422,0.07227407255866615,0.01305378589273199,adamw,0.0015832047484894902,0.024858052787627267,cosine,,,,,,,4.0369238212640966e-07,,
swin_t,24,0.8588778972625732,,64,randaugment,False,none,276,0.11383173144491862,0.049031456248910636,adamw,0.0005656170996240247,0.007204715634751562,cosine,,,,,,,1.2069557084321893e-06,,
swin_t,25,0.8048844933509827,,64,randaugment,False,none,284,0.12511596298548788,0.052307398488125836,adamw,0.0002909617568635495,0.007109441685832622,cosine,,,,,,,1.2724787405181648e-06,,
swin_t,26,0.7819802165031433,,64,aggressive,False,features.5,334,0.25195153685448396,0.09190154645278305,adamw,0.0005528717097495807,0.0037107314374556755,warmup_cosine,,,,,,3.0,4.370471489831399e-06,,
swin_t,27,0.7538613677024841,,64,minimal,False,none,271,0.05651213600883979,0.20080766981978726,adamw,0.0017904330917397537,0.004694911396530721,reduce_on_plateau,,,0.2,2.0,,,,,
swin_t,28,0.737227737903595,,64,moderate,False,none,224,0.0013745591908471688,0.04095124141236962,adamw,8.468452448099091e-05,0.020342584574131926,reduce_on_plateau,,,0.5,5.0,,,,,
swin_t,29,0.7459405660629272,,128,randaugment,False,features.6,349,0.15483330191112793,0.018340726595694596,adam,0.002367569333038902,1.1308411801016205e-05,warmup_cosine,,,,,,10.0,8.468228623096451e-07,,
swin_t,30,0.7061386108398438,,32,minimal,False,features.5,207,0.19044642680479085,0.6466302322747435,sgd,0.00423834297313077,0.0006549980954066145,step,10.0,0.2,,,0.826295492395921,,,,
swin_b,0,0.7458086013793945,,64,minimal,False,features.5,135,0.29097295564859826,0.4115716865497775,adam,0.0004059611610484307,0.00011207606211860574,step,15.0,0.5,,,,,,,
swin_b,1,0.8739274144172668,,64,aggressive,False,none,297,0.036611470453433645,0.0689266113392399,adamw,0.0010568529720322872,0.004201672054372531,reduce_on_plateau,,,0.1,2.0,,,,,
swin_b,2,0.8227062821388245,,128,moderate,False,none,156,0.2960660809801552,0.29917712366085103,sgd,0.025924756604751596,0.000348771262454593,reduce_on_plateau,,,0.1,3.0,0.9385113619277876,,,,
swin_b,3,0.7918812036514282,,32,randaugment,False,features.6,137,0.032367428097991334,0.005905946429591528,adam,0.006533305220227739,3.151987295193886e-05,warmup_cosine,,,,,,5.0,1.8484491720988594e-06,,
swin_b,4,0.8825742602348328,,32,randaugment,False,features.5,292,0.24540442977674792,0.47811998212329687,adamw,0.0001390546848963277,0.0017367237151593164,warmup_cosine,,,,,,5.0,3.1883397351001856e-07,,
swin_b,5,0.5829703211784363,,32,moderate,False,features.6,183,0.1468358280832689,0.926789840692838,sgd,0.00298727419956384,5.439591236568524e-05,one_cycle,,,,,0.9383611062362534,,,0.1,25.0
swin_b,6,0.7255445718765259,,128,randaugment,False,features.6,484,0.26320180601429427,0.019611076185240744,adamw,0.0005731537801106999,0.0030458224385894067,step,15.0,0.1,,,,,,,
swin_b,7,0.7758415937423706,,128,randaugment,False,none,394,0.19558837785078015,0.016406668852656958,adam,0.0031115931750282638,0.00019918920492197507,cosine,,,,,,,3.3916008494386095e-07,,
swin_b,8,0.8048844933509827,,64,minimal,False,features.5,406,0.08423170873225673,0.005687504751255328,sgd,0.08088298191148205,5.4994264803456034e-05,reduce_on_plateau,,,0.1,2.0,0.9738242341418852,,,,
swin_b,9,0.4483168423175812,,64,randaugment,False,none,413,0.20910472229858038,0.20673164150667198,sgd,0.04170871302599373,0.0006706271090367463,step,10.0,0.5,,,0.9647437405302197,,,,
swin_b,10,0.6044224500656128,,32,aggressive,False,features.5,261,0.22165395625003903,0.08784118037442286,adamw,5.4221871396973596e-05,0.07832921114568382,warmup_cosine,,,,,,10.0,1.0575991259439022e-07,,
swin_b,11,0.7553795576095581,,64,aggressive,False,features.5,273,0.0033278837259901745,0.06330234155654293,adamw,0.00013418787502376319,0.004244802421295148,warmup_cosine,,,,,,3.0,5.541681730529237e-06,,
swin_b,12,0.8680527806282043,,32,aggressive,False,none,319,0.12212723165673693,0.07654774013926176,adamw,0.000371133159983321,0.003340675678633707,reduce_on_plateau,,,0.2,2.0,,,,,
swin_b,13,0.782376229763031,,32,aggressive,False,none,254,0.07755104579532147,0.03227433648505219,adamw,0.00019384437594027726,0.008803267998900388,one_cycle,,,,,,,,0.3,10.0
swin_b,14,0.8843564391136169,,64,randaugment,False,features.5,350,0.18277798686315372,0.15033647522082172,adamw,0.0009504011144111275,0.0072480483863032845,cosine,,,,,,,5.30483562608023e-07,,
swin_b,15,0.8805280327796936,,64,randaugment,False,features.5,362,0.1798922533258872,0.9393370226423909,adamw,6.916307193592629e-05,0.023952389782365274,cosine,,,,,,,4.878591705617679e-07,,
swin_b,16,0.874455451965332,,32,randaugment,False,features.5,205,0.24324568560901483,0.1406423215709772,adamw,0.00017028990411692592,0.013426085175734553,cosine,,,,,,,2.8045403103072105e-07,,
swin_b,17,0.7502310276031494,,32,randaugment,False,features.5,355,0.15353741862314646,0.48871246878441665,adamw,0.0009649413410451975,0.002097748895567367,warmup_cosine,,,,,,5.0,1.1397982407600844e-06,,
swin_b,18,0.8200660347938538,,64,randaugment,False,features.5,461,0.2619427285565617,0.219935425741648,adamw,0.0001060845371973281,0.008720848585040823,cosine,,,,,,,1.2148967920955445e-07,,
swin_b,19,0.7747854590415955,,128,minimal,False,features.5,344,0.17544623543212323,0.4529855938875973,adam,0.0014326422505832868,1.2908551172137184e-05,warmup_cosine,,,,,,5.0,7.054118823281999e-07,,
